Task_ID,CPU_Usage (%),RAM_Usage (MB),Disk_IO (MB/s),Network_IO (MB/s),Priority,VM_ID,Execution_Time (s),Target (Optimal Scheduling)
8456,72,655,80,36,2,102,3.17,1
8457,94,16092,62,4,1,107,8.44,0
8458,86,1084,8,37,1,105,3.2,1
8459,35,3547,62,33,1,103,3.3,1
8460,88,7762,34,10,3,107,3.58,1
8461,50,5793,18,42,3,100,4.46,1
8462,38,15343,17,10,3,108,9.88,0
8463,30,2864,22,25,1,103,9.07,0
8464,76,4802,88,4,2,107,2.95,1
8465,69,9613,92,32,3,107,9.68,0
8466,58,11504,22,16,2,105,9.86,0
8467,56,16317,98,28,1,108,9.47,0
8468,88,10224,47,16,3,103,5.94,0
8469,88,2915,42,23,1,100,6.39,0
8470,94,11939,26,30,1,105,8.21,0
8471,58,4666,60,14,2,101,8.16,0
8472,31,16154,39,28,3,104,3.06,1
8473,40,10100,74,39,2,108,8.53,0
8474,42,11701,98,28,3,102,3.08,1
8475,66,10588,66,14,1,109,9.17,0
8476,67,3216,41,35,2,109,9.19,0
8477,81,5827,70,6,3,102,8.3,0
8478,94,14589,16,14,2,101,7.04,0
8479,44,1292,99,21,3,105,6.18,0
8480,42,16293,21,19,2,106,9.59,0
8481,76,4109,27,7,1,109,7.31,0
8482,32,805,92,32,1,104,7.44,0
8483,66,13817,79,42,1,101,8.56,0
8484,31,5347,77,1,1,104,8.3,0
8485,33,10818,32,30,3,106,1.54,1
8486,48,15863,7,10,2,100,4.16,1
8487,54,3996,88,8,2,106,4.34,1
8488,55,6469,77,24,1,107,9.22,0
8489,84,9751,95,40,3,106,8.99,0
8490,58,7262,6,44,2,105,1.97,1
8491,93,1739,35,15,2,104,7.78,0
8492,90,12610,84,13,3,105,7.37,0
8493,79,2071,44,3,1,109,2.4,1
8494,85,12363,94,1,1,100,5.22,0
8495,68,12190,68,39,3,107,3.75,1
8496,89,12024,27,7,3,108,4.91,1
8497,33,1100,61,18,1,102,8.55,0
8498,94,8083,70,48,3,109,5.44,0
8499,83,2122,59,30,2,109,7.35,0
8500,59,7876,90,21,2,108,5.22,0
8501,44,7151,58,27,2,100,1.87,1
8502,74,12517,28,43,1,106,5.84,0
8503,33,13140,32,6,2,101,6.52,0
8504,89,5155,98,5,2,107,4.09,1
8505,36,10801,12,21,3,108,9.23,0
8506,69,15938,72,28,3,109,9.91,0
8507,47,1846,32,10,1,105,8.83,0
8508,54,1183,38,47,2,104,1.19,1
8509,45,3341,87,14,2,105,4.23,1
8510,40,9398,75,26,3,102,1.1,1
8511,60,2246,77,39,1,103,5.29,0
8512,69,7065,23,9,2,101,4.84,1
8513,84,9863,23,10,3,106,9.58,0
8514,38,6432,51,27,1,106,8.15,0
8515,55,10145,53,47,2,102,4.15,1
8516,61,8800,47,7,1,102,5.76,0
8517,94,4672,24,17,1,107,2.62,1
8518,92,2692,84,14,3,109,4.86,1
8519,75,1604,37,42,3,109,8.18,0
8520,34,14319,97,44,3,106,6.75,0
8521,56,10105,87,21,2,104,1.13,1
8522,83,7444,16,41,2,107,7.73,0
8523,68,2662,23,39,3,107,4.86,1
8524,74,7165,88,20,2,100,3.46,1
8525,90,4561,87,1,3,101,3.3,1
8526,39,12997,38,31,1,108,5.42,0
8527,81,528,5,47,3,105,6.3,0
8528,87,9359,22,16,2,101,8.78,0
8529,32,7290,15,37,1,105,4.83,1
8530,44,12220,60,39,1,102,5.96,0
8531,47,3185,82,42,2,107,8.43,0
8532,81,6056,11,43,2,100,4.17,1
8533,36,12666,34,23,3,100,1.01,1
8534,47,12819,7,23,2,102,1.99,1
8535,63,12015,92,47,1,100,6.69,0
8536,61,8493,12,41,1,108,7.04,0
8537,40,2581,57,33,1,109,8.94,0
8538,61,1135,93,45,1,106,4.95,1
8539,58,2842,96,9,1,107,7.97,0
8540,72,762,83,48,2,102,1.97,1
8541,44,1269,86,1,2,106,2.63,1
8542,82,12942,81,37,3,105,9.59,0
8543,45,5632,65,3,2,101,3.21,1
8544,81,6646,63,17,2,103,4.03,1
8545,84,14664,16,28,1,105,2.49,1
8546,46,9681,54,37,1,103,7.38,0
8547,83,4386,84,3,1,107,6.83,0
8548,52,14880,75,29,1,104,9.56,0
8549,93,8399,60,27,2,105,2.48,1
8550,79,11691,51,35,1,108,2.76,1
8551,93,15328,14,27,1,100,2.28,1
8552,81,4090,46,47,3,106,1.37,1
8553,41,4912,35,32,2,107,4.94,1
8554,61,15949,60,40,2,103,2.13,1
8555,77,12583,7,35,3,104,8.9,0
8556,52,4679,83,13,2,107,2.02,1
8557,71,7145,30,8,2,101,2.54,1
8558,86,2650,40,44,2,103,9.72,0
8559,77,14356,41,10,3,104,3.29,1
8560,84,2011,88,31,3,102,7.29,0
8561,79,8361,40,24,2,100,1.29,1
8562,32,14236,10,9,2,103,1.18,1
8563,61,15999,45,13,1,107,6.59,0
8564,39,7458,36,15,3,101,7.17,0
8565,76,5695,54,7,2,103,2.53,1
8566,53,14121,62,24,3,100,5.42,0
8567,63,1948,48,25,3,100,4.38,1
8568,91,13955,16,29,1,104,6.22,0
8569,62,9203,53,1,3,106,8.85,0
8570,36,12232,74,17,2,100,8.27,0
8571,47,7477,30,25,3,105,5.87,0
8572,38,3047,48,20,2,109,1.03,1
8573,41,12110,19,33,1,103,5.56,0
8574,36,13274,75,20,3,102,8.44,0
8575,78,14886,97,7,2,106,2.16,1
8576,82,6342,60,7,2,101,4.82,1
8577,54,3412,49,12,2,104,1.9,1
8578,92,8501,61,45,1,103,6.32,0
8579,57,15152,32,40,2,109,8.86,0
8580,48,3387,66,46,2,107,9.41,0
8581,72,6024,23,31,1,104,6.1,0
8582,62,555,67,33,1,106,1.5,1
8583,87,6752,94,13,1,108,8.31,0
8584,87,5865,31,23,2,108,4.5,1
8585,40,6846,68,1,2,109,5.09,0
8586,72,15150,93,15,2,109,9.84,0
8587,43,3403,48,12,2,109,6.77,0
8588,67,6659,61,7,2,109,8.52,0
8589,42,6431,87,25,3,108,7.37,0
8590,36,5451,66,37,3,103,7.82,0
8591,48,4758,6,49,1,103,1.18,1
8592,46,7168,38,3,3,102,2.4,1
8593,72,8535,82,5,3,102,1.07,1
8594,58,3324,58,7,1,105,6.93,0
8595,36,9610,82,10,2,103,8.32,0
8596,50,1800,10,40,1,100,8.53,0
8597,85,4438,23,42,1,108,2.1,1
8598,92,15366,34,44,2,105,9.81,0
8599,53,11910,83,35,1,101,4.89,1
8600,82,6711,55,46,2,109,1.18,1
8601,50,8713,80,30,2,100,3.0,1
8602,71,14128,29,11,2,100,4.93,1
8603,90,4965,79,39,2,108,9.57,0
8604,87,10696,86,7,3,109,5.09,0
8605,74,13038,96,8,3,102,6.23,0
8606,89,11517,90,46,2,103,2.82,1
8607,57,13723,56,17,1,109,2.54,1
8608,82,2686,54,32,1,105,3.0,1
8609,89,5286,78,25,2,106,5.41,0
8610,88,1051,16,12,3,104,6.25,0
8611,93,3559,65,3,1,104,2.78,1
8612,87,14319,57,10,2,101,4.47,1
8613,58,14380,75,23,3,102,3.78,1
8614,60,1585,28,24,3,102,6.22,0
8615,94,16248,28,48,1,106,1.1,1
8616,92,2290,69,24,1,102,9.93,0
8617,92,6525,29,34,3,105,3.35,1
8618,31,3486,44,47,3,105,7.68,0
8619,47,9021,94,31,1,101,2.33,1
8620,74,6457,88,9,1,103,4.78,1
8621,52,1913,66,17,2,107,6.27,0
8622,80,9524,28,21,1,103,9.55,0
8623,52,3699,67,7,3,107,1.41,1
8624,77,6039,29,8,1,107,3.03,1
8625,39,14503,16,41,1,109,7.33,0
8626,66,15004,6,17,2,100,8.37,0
8627,91,2446,51,39,2,102,6.76,0
8628,78,10843,75,10,2,103,9.47,0
8629,93,10744,49,45,3,105,2.48,1
8630,33,2643,57,22,1,107,8.14,0
8631,75,548,59,7,2,109,3.46,1
8632,74,16278,45,20,2,105,1.32,1
8633,44,14172,19,24,2,104,3.18,1
8634,64,12212,95,18,2,108,1.76,1
8635,70,1057,89,45,1,106,8.82,0
8636,55,1620,81,39,2,102,3.73,1
8637,39,9358,96,4,2,107,3.93,1
8638,61,2794,11,39,3,109,4.9,1
8639,45,8615,37,35,2,101,2.88,1
8640,31,13030,19,15,1,101,2.17,1
8641,56,10624,11,3,2,104,5.73,0
8642,64,10745,51,16,2,100,5.0,0
8643,61,5361,99,8,1,102,1.81,1
8644,71,7958,5,35,2,106,5.11,0
8645,34,1071,88,7,2,108,7.33,0
8646,65,15089,53,18,3,107,9.4,0
8647,39,6101,29,21,1,102,2.13,1
8648,75,11750,52,41,1,108,4.53,1
8649,53,2723,56,32,1,104,7.76,0
8650,94,14001,23,37,2,104,7.19,0
8651,33,10848,91,6,2,100,2.16,1
8652,30,7128,65,29,3,104,6.73,0
8653,42,6309,39,9,1,105,3.21,1
8654,77,11783,64,49,2,105,9.87,0
8655,91,15137,82,21,1,102,9.59,0
8656,60,12008,71,3,2,103,4.12,1
8657,32,4798,68,49,2,106,3.95,1
8658,79,16320,13,14,3,107,9.7,0
8659,50,9467,70,26,1,104,8.46,0
8660,43,3887,73,45,3,106,8.48,0
8661,72,2195,90,29,1,103,7.35,0
8662,71,8276,39,45,3,105,9.12,0
8663,64,7473,69,14,2,104,5.27,0
8664,35,12021,70,41,3,100,3.22,1
8665,50,8796,98,15,3,102,2.87,1
8666,67,14459,36,14,2,108,8.1,0
8667,88,15054,80,36,1,108,9.32,0
8668,60,2964,15,16,2,105,2.57,1
8669,40,5014,8,49,1,109,8.34,0
8670,43,13166,92,30,2,103,2.42,1
8671,86,1406,58,7,3,103,3.55,1
8672,47,12946,58,13,3,108,3.55,1
8673,46,6548,7,6,3,101,4.49,1
8674,60,10754,14,41,1,107,5.13,0
8675,80,7268,28,16,1,107,6.3,0
8676,39,13648,50,1,3,103,5.7,0
8677,51,7630,83,12,1,102,3.41,1
8678,83,12218,83,38,1,101,2.94,1
8679,66,14140,21,33,2,103,2.69,1
8680,77,13579,12,29,2,107,4.07,1
8681,40,13543,32,14,2,101,4.11,1
8682,65,10842,73,20,2,108,1.76,1
8683,34,11015,12,10,1,104,4.96,1
8684,34,11862,78,21,3,107,7.77,0
8685,69,15778,15,14,3,108,4.09,1
8686,87,12604,26,41,1,100,5.6,0
8687,94,13622,80,9,2,104,1.19,1
8688,51,13819,67,18,2,106,2.83,1
8689,40,1775,6,8,2,109,6.51,0
8690,41,12590,66,30,2,104,5.98,0
8691,70,16211,33,5,1,105,1.57,1
8692,86,13675,18,10,1,106,7.17,0
8693,84,1508,94,41,2,107,5.94,0
8694,83,15813,91,37,3,106,7.99,0
8695,80,13527,95,33,1,107,8.08,0
8696,39,10365,36,26,2,102,9.51,0
8697,66,15103,77,10,3,102,2.96,1
8698,30,13113,87,8,3,102,8.2,0
8699,94,6510,64,20,3,102,7.3,0
8700,73,10407,43,17,2,104,3.51,1
8701,50,13653,91,3,1,104,8.61,0
8702,80,7745,41,38,2,105,2.36,1
8703,51,12565,45,31,2,109,2.88,1
8704,49,12870,32,42,2,105,3.14,1
8705,79,5448,85,27,3,107,1.97,1
8706,70,14977,76,44,2,103,4.03,1
8707,74,16253,15,23,1,107,1.46,1
8708,67,9425,83,16,1,106,9.85,0
8709,63,12268,43,7,2,102,6.97,0
8710,69,5742,8,15,2,107,2.73,1
8711,57,7068,30,10,2,103,5.51,0
8712,66,13510,92,19,2,100,5.5,0
8713,50,12141,78,25,1,102,3.95,1
8714,81,8173,45,47,1,108,5.29,0
8715,87,11700,50,17,2,101,5.24,0
8716,37,15396,87,24,1,100,5.83,0
8717,78,4402,18,44,1,101,8.09,0
8718,68,10429,10,46,2,100,5.5,0
8719,39,1922,81,33,3,106,2.05,1
8720,62,9345,10,20,1,109,5.34,0
8721,78,4780,88,24,3,107,6.48,0
8722,86,7653,13,1,1,109,3.3,1
8723,45,8347,52,47,3,108,4.95,1
8724,54,14563,98,13,2,100,8.96,0
8725,89,1730,52,32,2,101,6.49,0
8726,66,13971,45,18,3,108,9.54,0
8727,75,6902,59,5,1,100,4.04,1
8728,78,3239,43,30,2,107,1.59,1
8729,69,12476,32,21,1,103,9.1,0
8730,80,14308,75,1,1,109,2.12,1
8731,80,10796,48,28,1,106,1.75,1
8732,92,9355,62,14,2,109,6.22,0
8733,35,679,87,35,1,107,1.25,1
8734,55,1663,19,44,2,106,8.09,0
8735,73,11555,47,6,1,108,2.53,1
8736,64,555,61,9,1,102,6.51,0
8737,33,3212,81,43,2,102,5.78,0
8738,89,12382,78,21,1,106,2.38,1
8739,73,15797,64,2,2,105,2.69,1
8740,34,15703,51,25,1,105,6.91,0
8741,68,6846,45,3,1,102,5.79,0
8742,75,7724,8,6,2,108,9.85,0
8743,56,1322,49,31,1,107,2.47,1
8744,69,10056,33,38,2,102,9.54,0
8745,75,7488,88,40,3,103,2.05,1
8746,54,16362,64,27,1,106,4.58,1
8747,43,9516,11,42,1,102,2.38,1
8748,77,15221,47,28,1,107,5.76,0
8749,32,15193,43,22,3,100,5.38,0
8750,93,6292,28,24,1,107,7.3,0
8751,53,7213,13,44,3,109,6.7,0
8752,71,12752,80,25,1,109,1.83,1
8753,62,10087,70,33,1,104,5.17,0
8754,74,16223,40,1,3,107,8.52,0
8755,87,15272,5,32,1,104,7.22,0
8756,84,9128,32,49,3,107,4.64,1
8757,64,3805,8,12,3,101,6.79,0
8758,31,4046,54,45,3,107,8.1,0
8759,74,13870,18,19,3,107,4.36,1
8760,94,16234,54,28,3,106,8.85,0
8761,53,8347,68,19,2,107,2.35,1
8762,35,14950,71,39,1,107,6.66,0
8763,63,3886,37,8,1,102,6.2,0
8764,83,10024,38,9,1,103,4.15,1
8765,50,10927,6,13,2,102,3.12,1
8766,58,2588,60,4,3,105,1.14,1
8767,53,8763,61,18,3,109,7.3,0
8768,83,13221,90,19,2,107,9.74,0
8769,44,9562,64,37,2,105,6.98,0
8770,73,6134,54,25,2,103,8.05,0
8771,54,9159,50,31,1,101,2.17,1
8772,52,9346,23,6,3,102,7.29,0
8773,71,11565,15,20,3,104,2.92,1
8774,78,9019,17,44,1,104,4.41,1
8775,89,14336,6,32,2,107,5.19,0
8776,73,8949,71,23,1,108,2.6,1
8777,92,11968,68,46,2,102,5.56,0
8778,74,11664,91,35,2,102,6.57,0
8779,71,6719,67,3,2,105,2.84,1
8780,71,14795,5,29,3,101,1.6,1
8781,43,5504,91,17,2,104,2.2,1
8782,54,7952,29,46,2,109,3.1,1
8783,58,12780,15,10,3,108,7.89,0
8784,70,6963,39,35,2,105,7.91,0
8785,58,3099,82,17,2,104,3.96,1
8786,84,7957,12,16,2,109,3.28,1
8787,38,1559,21,1,3,103,1.29,1
8788,39,7585,97,30,2,105,1.79,1
8789,52,2780,26,40,3,104,1.65,1
8790,45,7223,52,48,3,104,9.05,0
8791,54,10101,77,22,1,107,5.66,0
8792,48,14572,50,16,1,108,6.72,0
8793,51,13277,56,5,2,100,6.21,0
8794,92,4679,84,31,3,108,2.98,1
8795,36,5580,55,22,1,103,8.27,0
8796,93,3387,78,10,2,102,9.62,0
8797,65,4080,9,9,2,102,1.7,1
8798,59,15864,43,30,3,104,2.14,1
8799,63,3678,57,31,2,105,1.61,1
8800,85,663,56,46,1,104,6.78,0
8801,32,8604,69,48,2,101,2.72,1
8802,83,9772,80,17,1,102,6.82,0
8803,45,3333,42,10,1,107,4.68,1
8804,35,2796,37,28,2,107,7.03,0
8805,34,4060,21,37,3,102,9.19,0
8806,84,12212,76,21,2,107,4.02,1
8807,89,15966,35,19,3,101,9.29,0
8808,80,5840,96,17,3,103,3.61,1
8809,38,5406,50,25,1,105,3.78,1
8810,45,10323,5,22,1,109,9.78,0
8811,71,10239,43,18,2,103,5.64,0
8812,30,7090,48,24,3,107,9.81,0
8813,91,3645,37,6,2,109,2.02,1
8814,82,2566,44,21,2,106,1.53,1
8815,75,11400,5,45,3,106,8.47,0
8816,75,11784,63,7,2,109,5.45,0
8817,60,1142,14,21,2,100,3.23,1
8818,47,4348,38,13,1,103,4.49,1
8819,59,7208,39,30,1,102,2.07,1
8820,59,2435,50,32,1,109,4.18,1
8821,58,11061,23,42,2,107,7.63,0
8822,67,8858,92,2,2,106,4.8,1
8823,58,12755,54,21,2,105,8.12,0
8824,60,4503,40,33,1,108,3.14,1
8825,87,7001,38,17,1,106,8.28,0
8826,81,15777,61,25,2,108,2.3,1
8827,72,10495,90,16,2,105,4.38,1
8828,42,6602,13,14,3,106,5.51,0
8829,79,3730,15,24,1,103,6.13,0
8830,80,8887,7,38,2,103,4.02,1
8831,69,16054,56,25,2,103,8.19,0
8832,45,11023,68,49,1,107,3.74,1
8833,44,5015,72,47,2,101,7.15,0
8834,31,2522,96,28,3,106,4.89,1
8835,86,3300,35,25,2,105,7.56,0
8836,89,2349,15,31,2,104,3.75,1
8837,72,6561,88,35,2,107,5.01,0
8838,77,5693,51,37,2,103,9.88,0
8839,79,7955,30,7,2,104,7.98,0
8840,65,2917,68,15,1,104,5.57,0
8841,85,4195,54,13,1,108,3.04,1
8842,78,10980,94,25,1,102,5.71,0
8843,94,769,66,43,3,101,2.2,1
8844,56,4673,34,37,1,107,7.53,0
8845,65,6014,55,14,1,104,8.01,0
8846,39,2715,35,48,2,108,3.39,1
8847,35,3279,23,46,1,107,5.85,0
8848,84,4132,56,21,1,109,4.36,1
8849,71,4181,29,49,3,103,8.81,0
8850,43,14838,18,20,3,107,4.58,1
8851,82,8196,91,1,2,107,7.97,0
8852,93,9257,91,47,2,109,1.28,1
8853,46,15883,47,14,1,102,1.03,1
8854,42,6971,79,20,3,107,6.45,0
8855,62,6597,14,37,2,106,1.37,1
8856,84,2393,34,36,1,107,8.22,0
8857,94,6712,52,36,2,107,7.68,0
8858,63,8253,99,36,1,108,9.95,0
8859,49,3354,68,49,1,103,8.52,0
8860,47,16356,81,2,3,102,2.09,1
8861,31,15719,90,24,2,106,9.78,0
8862,55,8411,29,38,1,102,9.0,0
8863,57,5164,61,21,3,109,8.17,0
8864,52,9881,52,17,3,109,5.09,0
8865,85,13790,43,45,1,102,9.33,0
8866,94,7830,35,7,2,108,5.45,0
8867,42,4565,31,46,2,109,6.01,0
8868,38,4491,7,35,1,104,4.27,1
8869,45,9396,41,32,1,108,1.74,1
8870,68,6265,30,48,2,102,7.42,0
8871,51,15204,85,27,3,104,8.83,0
8872,71,11073,67,45,3,103,2.57,1
8873,35,13069,80,21,3,100,4.0,1
8874,34,8929,54,18,1,105,3.11,1
8875,75,10753,65,37,2,105,2.96,1
8876,74,5504,65,44,1,101,3.82,1
8877,83,15353,17,29,3,108,6.47,0
8878,93,9950,75,30,1,105,9.24,0
8879,92,16061,39,19,3,109,4.46,1
8880,51,1120,22,1,2,109,3.17,1
8881,58,12180,79,9,3,104,4.29,1
8882,82,6632,16,26,3,107,3.68,1
8883,62,11114,29,49,3,101,2.13,1
8884,77,5102,75,38,2,101,9.1,0
8885,41,4682,89,37,2,104,6.76,0
8886,57,4923,87,1,3,104,7.5,0
8887,49,7627,53,37,2,107,9.86,0
8888,82,15010,9,15,1,109,8.43,0
8889,56,13276,54,38,3,107,3.4,1
8890,71,11976,41,15,3,109,2.78,1
8891,38,5560,34,34,1,102,9.49,0
8892,57,4172,10,30,1,103,3.26,1
8893,53,6022,17,29,1,102,8.24,0
8894,57,15266,89,8,3,105,4.76,1
8895,79,11641,24,11,2,104,3.4,1
8896,69,12682,99,36,1,100,4.45,1
8897,31,2470,85,25,3,103,1.15,1
8898,32,4401,80,25,2,103,4.21,1
8899,93,2261,87,22,1,106,6.38,0
8900,34,8031,17,3,2,105,1.62,1
8901,43,12650,54,34,1,104,9.53,0
8902,90,11092,81,40,1,104,8.43,0
8903,75,4177,35,7,3,101,9.29,0
8904,57,8436,32,30,3,101,8.03,0
8905,87,13344,90,36,1,108,6.76,0
8906,82,10937,13,14,3,105,6.06,0
8907,75,13036,71,5,3,107,3.31,1
8908,77,5256,39,14,3,102,1.06,1
8909,53,16206,32,23,3,103,5.46,0
8910,55,13959,92,8,1,109,5.03,0
8911,68,2222,81,25,3,107,5.33,0
8912,79,2171,13,1,3,106,4.02,1
8913,71,4156,50,42,3,100,8.67,0
8914,51,15938,40,43,3,107,5.56,0
8915,31,13162,5,44,1,102,1.2,1
8916,50,13582,13,38,2,109,4.21,1
8917,76,13391,29,26,3,104,9.42,0
8918,54,7268,14,29,3,107,2.57,1
8919,43,5649,17,29,2,108,5.89,0
8920,57,8897,22,21,3,105,7.34,0
8921,58,11824,65,36,1,102,9.05,0
8922,39,1660,88,21,3,102,6.36,0
8923,55,5217,30,31,3,101,5.2,0
8924,34,9563,9,36,2,103,2.07,1
8925,52,9291,48,26,3,107,5.84,0
8926,53,3788,61,23,2,106,5.37,0
8927,41,2819,47,25,3,103,2.48,1
8928,64,9649,63,18,3,106,3.11,1
8929,41,10294,67,46,1,103,4.61,1
8930,89,4913,37,31,2,102,2.45,1
8931,79,9478,59,32,1,105,8.82,0
8932,61,5481,93,1,2,103,9.44,0
8933,60,5966,37,47,3,107,3.11,1
8934,76,11644,31,18,3,106,5.25,0
8935,53,15537,13,29,2,100,3.97,1
8936,63,5277,72,3,2,103,6.21,0
8937,74,2855,87,39,3,100,8.3,0
8938,78,3300,87,20,3,104,8.3,0
8939,75,15078,17,44,3,109,7.34,0
8940,87,9476,65,7,3,108,5.26,0
8941,73,8722,79,4,2,107,5.79,0
8942,83,5969,91,34,2,105,4.37,1
8943,66,7153,80,43,1,108,7.76,0
8944,38,9907,55,19,2,104,3.77,1
8945,68,12575,64,49,2,104,3.64,1
8946,37,2768,65,2,2,109,7.12,0
8947,50,9198,55,41,1,101,1.54,1
8948,73,2120,10,28,1,108,2.37,1
8949,55,12245,55,9,2,101,9.76,0
8950,50,4967,98,6,3,104,3.14,1
8951,93,8832,37,48,2,107,1.73,1
8952,88,13310,32,4,3,108,5.82,0
8953,76,7318,89,18,1,102,1.31,1
8954,32,13833,72,42,1,109,7.77,0
8955,51,4235,99,39,3,102,3.11,1
8956,48,6117,15,5,2,101,5.29,0
8957,32,14388,91,42,3,109,6.87,0
8958,64,9704,14,5,1,101,7.1,0
8959,39,15435,24,49,1,107,8.94,0
8960,70,1032,38,28,1,104,4.74,1
8961,91,13165,94,24,3,101,8.75,0
8962,67,8318,50,48,3,106,6.36,0
8963,73,4641,77,15,3,100,7.67,0
8964,50,6620,60,41,3,103,1.53,1
8965,54,15659,21,28,1,104,3.99,1
8966,41,11683,88,47,2,100,1.71,1
8967,68,15986,15,25,1,109,4.21,1
8968,36,8910,35,17,1,100,8.03,0
8969,49,4682,97,8,2,104,1.54,1
8970,45,12819,95,7,1,109,9.18,0
8971,43,13794,16,44,1,100,3.92,1
8972,46,8292,77,40,3,106,7.43,0
8973,83,6045,53,15,2,101,2.91,1
8974,65,12582,68,2,1,105,3.56,1
8975,36,900,8,45,1,106,3.57,1
8976,88,1470,98,41,1,101,8.11,0
8977,72,13451,82,10,2,102,2.09,1
8978,88,11578,84,1,2,103,6.22,0
8979,44,2573,58,5,3,103,7.93,0
8980,68,14550,98,1,2,103,5.53,0
8981,73,3828,42,1,2,101,3.22,1
8982,87,9766,59,20,3,106,6.82,0
8983,57,4764,41,8,3,103,9.87,0
8984,57,5164,56,29,2,105,4.59,1
8985,80,7621,7,11,2,101,2.91,1
8986,80,11305,7,26,1,105,1.04,1
8987,65,9147,39,27,3,104,6.02,0
8988,87,15179,11,36,2,102,5.75,0
8989,87,15119,60,43,1,104,1.26,1
8990,33,10029,54,3,1,105,2.63,1
8991,57,13879,84,36,1,102,8.06,0
8992,63,16373,46,18,3,103,3.29,1
8993,62,9446,72,44,2,106,6.21,0
8994,35,9729,42,25,3,102,2.46,1
8995,85,16163,15,19,1,102,6.11,0
8996,36,4001,90,11,2,103,7.47,0
8997,88,3729,20,15,1,103,1.56,1
8998,72,15329,6,46,3,103,2.35,1
8999,80,1669,78,3,3,109,5.97,0
9000,34,8146,45,35,1,103,8.97,0
9001,74,11138,22,5,1,108,4.09,1
9002,33,934,14,13,3,101,5.74,0
9003,92,6546,18,30,3,105,7.41,0
9004,45,12024,74,26,3,105,7.82,0
9005,51,14728,9,2,1,100,8.54,0
9006,89,1526,61,18,1,106,2.23,1
9007,55,10195,96,46,1,105,8.95,0
9008,59,8613,85,25,3,109,7.47,0
9009,76,1446,85,25,2,100,3.49,1
9010,67,13829,55,37,1,101,8.22,0
9011,50,1718,68,13,1,109,1.85,1
9012,41,12149,65,29,2,100,4.15,1
9013,83,4771,74,46,3,100,3.93,1
9014,41,10499,96,43,2,101,4.27,1
9015,55,1683,77,10,3,104,1.92,1
9016,41,1447,8,19,2,108,4.78,1
9017,83,9942,66,13,2,101,8.68,0
9018,75,14279,53,31,2,107,2.29,1
9019,36,13151,65,9,2,107,3.05,1
9020,46,5367,45,27,3,107,9.0,0
9021,71,3479,76,38,1,104,3.8,1
9022,73,14890,50,23,2,103,2.95,1
9023,31,690,84,2,1,103,3.58,1
9024,66,7292,12,6,3,100,1.85,1
9025,67,1763,29,25,3,105,8.42,0
9026,53,13153,32,30,1,100,5.86,0
9027,44,3531,25,42,1,107,1.86,1
9028,92,9834,18,25,3,107,9.48,0
9029,47,12080,66,31,2,101,7.49,0
9030,31,12676,39,18,3,100,9.56,0
9031,77,15746,93,20,3,107,1.19,1
9032,66,6270,23,25,1,104,5.85,0
9033,40,4457,17,44,3,107,2.73,1
9034,65,14525,47,44,2,103,1.5,1
9035,70,4532,74,25,2,105,8.38,0
9036,50,13583,31,35,3,108,4.83,1
9037,59,16126,30,37,3,106,6.72,0
9038,92,7443,70,43,2,108,4.58,1
9039,56,13006,25,46,3,106,6.32,0
9040,43,11048,85,33,3,103,7.57,0
9041,81,605,80,10,2,106,7.26,0
9042,87,2452,21,12,1,104,6.94,0
9043,39,14642,7,1,3,109,7.3,0
9044,68,5678,26,29,1,105,2.76,1
9045,88,4617,72,34,1,109,9.18,0
9046,56,6606,70,26,1,105,4.69,1
9047,37,4859,93,13,1,107,9.41,0
9048,64,12740,7,48,1,108,1.87,1
9049,45,4476,88,14,3,100,1.98,1
9050,55,6530,9,12,2,103,1.47,1
9051,67,5887,32,19,2,105,4.18,1
9052,90,4665,67,30,2,109,5.39,0
9053,74,2453,28,7,3,105,1.81,1
9054,36,6350,99,37,3,108,3.1,1
9055,47,14697,45,39,3,101,4.86,1
9056,60,8262,42,36,2,100,3.6,1
9057,56,10717,93,34,2,109,2.54,1
9058,40,9049,64,3,2,101,7.68,0
9059,58,9373,68,8,2,109,9.69,0
9060,88,15548,28,2,3,103,6.03,0
9061,66,6783,41,24,3,103,7.81,0
9062,48,8620,65,25,1,101,7.53,0
9063,81,5795,78,8,3,103,5.51,0
9064,45,2038,20,13,1,109,8.25,0
9065,90,7711,32,7,2,104,4.29,1
9066,45,1116,30,7,3,104,5.87,0
9067,36,12347,57,30,2,100,6.07,0
9068,86,11926,31,38,1,103,4.74,1
9069,83,6359,79,37,2,102,9.24,0
9070,62,7730,52,6,2,107,7.3,0
9071,53,2765,61,1,1,103,3.15,1
9072,75,8361,54,35,2,101,5.68,0
9073,45,5475,34,14,1,109,6.24,0
9074,40,4823,66,30,2,109,6.72,0
9075,69,16069,10,34,1,107,6.74,0
9076,92,11975,30,4,1,108,7.9,0
9077,79,2920,18,4,1,106,6.72,0
9078,62,14252,85,45,3,109,8.25,0
9079,62,14514,68,11,2,103,7.65,0
9080,50,3107,30,21,3,102,6.54,0
9081,31,14833,62,10,1,104,6.91,0
9082,30,4364,7,15,1,105,7.75,0
9083,78,11148,91,38,1,102,3.3,1
9084,67,12006,85,1,3,109,8.88,0
9085,30,11237,39,7,2,100,2.74,1
9086,46,6978,67,14,2,109,2.76,1
9087,87,1046,48,4,2,103,6.58,0
9088,45,8646,78,17,2,107,7.99,0
